Con modulo			Senza modulo				Con	Senza		Sottratti			Scarto quadratico	
5	7.92109	8.42369	5	7.9286	8.41662		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
5	7.92109	1.57631	5	7.9286	1.58338		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
5	8.42369	2.07891	5	8.41662	2.0714		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
4.53341	8.40747	2.09507	4.51471	8.39669	2.08847		20.26717633	20.25001628		0.017176334	1.62811E-05		0.000295026	2.65074E-10
5.46659	8.40747	2.09507	5.48529	8.39669	2.08847		20.26717633	20.25001628		0.017176334	1.62811E-05		0.000295026	2.65074E-10
5	8.18198	1.81802	5	8.18198	1.81802		20.24999344	20.24999344		-6.5592E-06	-6.5592E-06		4.30231E-11	4.30231E-11
5	8.64414	2.36303	5	8.66192	2.38459		20.23336712	20.25002755		-0.01663288	2.75545E-05		0.000276653	7.5925E-10
4.45706	8.61961	2.38728	4.48045	8.63741	2.40206		20.22266619	20.24997595		-0.027333806	-2.40458E-05		0.000747137	5.782E-10
5.54294	8.61961	2.38728	5.51955	8.63741	2.40206		20.22266619	20.24997595		-0.027333806	-2.40458E-05		0.000747137	5.782E-10
5	8.85047	2.65724	5	8.81587	2.6148		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
5	8.42369	2.07891	5	8.41662	2.0714		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
5	9.02705	2.9933	5	9.02494	2.98758		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	8.64414	2.36303	5	8.66192	2.38459		20.23336712	20.25002755		-0.01663288	2.75545E-05		0.000276653	7.5925E-10
5	9.17996	3.36001	5	9.21362	3.4203		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
5	9.35885	3.88478	5	9.36578	3.90914		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
5	9.35885	6.11522	5	9.36578	6.09086		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
5	9.17996	6.63999	5	9.21362	6.5797		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
5	9.02705	7.0067	5	9.02494	7.01242		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	8.64414	7.63697	5	8.66192	7.61541		20.23336712	20.25002755		-0.01663288	2.75545E-05		0.000276653	7.5925E-10
4.45706	8.61961	7.61272	4.48045	8.63741	7.59794		20.22266619	20.24997595		-0.027333806	-2.40458E-05		0.000747137	5.782E-10
5.54294	8.61961	7.61272	5.51955	8.63741	7.59794		20.22266619	20.24997595		-0.027333806	-2.40458E-05		0.000747137	5.782E-10
5	8.85047	7.34276	5	8.81587	7.3852		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
5	8.42369	7.92109	5	8.41662	7.9286		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
4.53341	8.40747	7.90493	4.51471	8.39669	7.91153		20.26717633	20.25001628		0.017176334	1.62811E-05		0.000295026	2.65074E-10
5.46659	8.40747	7.90493	5.48529	8.39669	7.91153		20.26717633	20.25001628		0.017176334	1.62811E-05		0.000295026	2.65074E-10
5	8.64414	7.63697	5	8.66192	7.61541		20.23336712	20.25002755		-0.01663288	2.75545E-05		0.000276653	7.5925E-10
5	7.92109	8.42369	5	7.9286	8.41662		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
5	8.42369	7.92109	5	8.41662	7.9286		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
5	8.42369	2.07891	5	8.41662	2.0714		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
5	8.85047	2.65724	5	8.81587	2.6148		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
4.53477	8.83346	2.67409	4.52558	8.79459	2.62808		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5.46523	8.83346	2.67409	5.47442	8.79459	2.62808		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5	8.64414	2.36303	5	8.66192	2.38459		20.23336712	20.25002755		-0.01663288	2.75545E-05		0.000276653	7.5925E-10
5	9.02705	2.9933	5	9.02494	2.98758		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	9.11614	3.18107	5	9.11193	3.17188		20.25111484	20.24999106		0.001114844	-8.9407E-06		1.24288E-06	7.99361E-11
5	8.85047	2.65724	5	8.81587	2.6148		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
5	9.17996	3.36001	5	9.21362	3.4203		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
4.45702	9.14505	3.37097	4.477	9.18504	3.43095		20.13000552	20.2500067		-0.119994476	6.7041E-06		0.014398674	4.4945E-11
5.54298	9.14505	3.37097	5.523	9.18504	3.43095		20.13000552	20.2500067		-0.119994476	6.7041E-06		0.014398674	4.4945E-11
5	9.29492	3.63112	5	9.26897	3.57667		20.32017026	20.24997315		0.070170261	-2.68502E-05		0.004923866	7.20933E-10
5	9.02705	2.9933	5	9.02494	2.98758		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	9.35885	3.88478	5	9.36578	3.90914		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
4.44392	9.32321	3.88781	4.45852	9.33404	3.91701		20.23633627	20.24997065		-0.013663733	-2.93479E-05		0.000186698	8.61299E-10
5.55608	9.32321	3.88781	5.54148	9.33404	3.91701		20.23633627	20.24997065		-0.013663733	-2.93479E-05		0.000186698	8.61299E-10
5	9.42125	4.07648	5	9.39282	4.02369		20.40034075	20.25004877		0.150340753	4.87685E-05		0.022602342	2.37837E-09
5	9.17996	3.36001	5	9.21362	3.4203		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
5	9.46487	4.43891	5	9.4653	4.44227		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
4.43994	9.42967	4.43994	4.44646	9.43139	4.44646		20.24931072	20.2500304		-0.000689284	3.03953E-05		4.75112E-07	9.23874E-10
5.56006	9.42967	4.43994	5.55354	9.43139	4.44646		20.24931072	20.2500304		-0.000689284	3.03953E-05		4.75112E-07	9.23874E-10
5	9.4874	4.52466	5	9.47247	4.50304		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
5	9.35885	3.88478	5	9.36578	3.90914		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
4.43891	9.46487	5	4.44227	9.4653	5		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
5.56109	9.46487	5	5.55773	9.4653	5		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
5	9.46487	4.43891	5	9.4653	4.44227		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
5	9.46487	5.56109	5	9.4653	5.55773		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
4.43994	9.42967	5.56006	4.44646	9.43139	5.55354		20.24931072	20.2500304		-0.000689284	3.03953E-05		4.75112E-07	9.23874E-10
5.56006	9.42967	5.56006	5.55354	9.43139	5.55354		20.24931072	20.2500304		-0.000689284	3.03953E-05		4.75112E-07	9.23874E-10
5	9.4874	5.47534	5	9.47247	5.49696		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
5	9.35885	6.11522	5	9.36578	6.09086		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
4.44392	9.32321	6.11219	4.45852	9.33404	6.08299		20.23633627	20.24997065		-0.013663733	-2.93479E-05		0.000186698	8.61299E-10
5.55608	9.32321	6.11219	5.54148	9.33404	6.08299		20.23633627	20.24997065		-0.013663733	-2.93479E-05		0.000186698	8.61299E-10
5	9.42125	5.92352	5	9.39282	5.97631		20.40034075	20.25004877		0.150340753	4.87685E-05		0.022602342	2.37837E-09
5	9.46487	5.56109	5	9.4653	5.55773		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
5	9.17996	6.63999	5	9.21362	6.5797		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
4.45702	9.14505	6.62903	4.477	9.18504	6.56905		20.13000552	20.2500067		-0.119994476	6.7041E-06		0.014398674	4.4945E-11
5.54298	9.14505	6.62903	5.523	9.18504	6.56905		20.13000552	20.2500067		-0.119994476	6.7041E-06		0.014398674	4.4945E-11
5	9.29492	6.36888	5	9.26897	6.42333		20.32017026	20.24997315		0.070170261	-2.68502E-05		0.004923866	7.20933E-10
5	9.35885	6.11522	5	9.36578	6.09086		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
5	9.02705	7.0067	5	9.02494	7.01242		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	9.11614	6.81893	5	9.11193	6.82812		20.25111484	20.24999106		0.001114844	-8.9407E-06		1.24288E-06	7.99361E-11
5	9.17996	6.63999	5	9.21362	6.5797		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
5	8.85047	7.34276	5	8.81587	7.3852		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
4.53477	8.83346	7.32591	4.52558	8.79459	7.37192		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5.46523	8.83346	7.32591	5.47442	8.79459	7.37192		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5	8.64414	7.63697	5	8.66192	7.61541		20.23336712	20.25002755		-0.01663288	2.75545E-05		0.000276653	7.5925E-10
5	9.02705	7.0067	5	9.02494	7.01242		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	8.42369	7.92109	5	8.41662	7.9286		20.25442	20.24999018		0.004420004	-9.8156E-06		1.95364E-05	9.6346E-11
5	8.85047	7.34276	5	8.81587	7.3852		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
5	8.85047	2.65724	5	8.81587	2.6148		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
5	9.11614	3.18107	5	9.11193	3.17188		20.25111484	20.24999106		0.001114844	-8.9407E-06		1.24288E-06	7.99361E-11
5	9.02705	2.9933	5	9.02494	2.98758		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	9.29492	3.63112	5	9.26897	3.57667		20.32017026	20.24997315		0.070170261	-2.68502E-05		0.004923866	7.20933E-10
4.54413	9.26925	3.63245	4.52815	9.24543	3.58449		20.30450602	20.24998687		0.054506022	-1.31325E-05		0.002970906	1.72463E-10
5.45587	9.26925	3.63245	5.47185	9.24543	3.58449		20.30450602	20.24998687		0.054506022	-1.31325E-05		0.002970906	1.72463E-10
5	9.17996	3.36001	5	9.21362	3.4203		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
5	9.11614	3.18107	5	9.11193	3.17188		20.25111484	20.24999106		0.001114844	-8.9407E-06		1.24288E-06	7.99361E-11
5	9.42125	4.07648	5	9.39282	4.02369		20.40034075	20.25004877		0.150340753	4.87685E-05		0.022602342	2.37837E-09
4.54005	9.3966	4.08013	4.51468	9.36719	4.02936		20.38780638	20.25002601		0.137806379	2.60081E-05		0.018990598	6.76421E-10
5.45995	9.3966	4.08013	5.48532	9.36719	4.02936		20.38780638	20.25002601		0.137806379	2.60081E-05		0.018990598	6.76421E-10
5	9.35885	3.88478	5	9.36578	3.90914		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
5	9.29492	3.63112	5	9.26897	3.57667		20.32017026	20.24997315		0.070170261	-2.68502E-05		0.004923866	7.20933E-10
5	9.4874	4.52466	5	9.47247	4.50304		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
4.53162	9.46761	4.53162	4.50603	9.44544	4.50603		20.39829876	20.24994952		0.148298761	-5.04846E-05		0.021992522	2.54869E-09
5.46838	9.46761	4.53162	5.49397	9.44544	4.50603		20.39829876	20.24994952		0.148298761	-5.04846E-05		0.021992522	2.54869E-09
5	9.46487	4.43891	5	9.4653	4.44227		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
5	9.42125	4.07648	5	9.39282	4.02369		20.40034075	20.25004877		0.150340753	4.87685E-05		0.022602342	2.37837E-09
4.52466	9.4874	5	4.50304	9.47247	5		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
5.47534	9.4874	5	5.49696	9.47247	5		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
5	9.4874	4.52466	5	9.47247	4.50304		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
5	9.4874	5.47534	5	9.47247	5.49696		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
4.53162	9.46761	5.46838	4.50603	9.44544	5.49397		20.39829876	20.24994952		0.148298761	-5.04846E-05		0.021992522	2.54869E-09
5.46838	9.46761	5.46838	5.49397	9.44544	5.49397		20.39829876	20.24994952		0.148298761	-5.04846E-05		0.021992522	2.54869E-09
5	9.46487	5.56109	5	9.4653	5.55773		20.24988611	20.24996684		-0.000113895	-3.31571E-05		1.29721E-08	1.09939E-09
5	9.42125	5.92352	5	9.39282	5.97631		20.40034075	20.25004877		0.150340753	4.87685E-05		0.022602342	2.37837E-09
4.54005	9.3966	5.91987	4.51468	9.36719	5.97064		20.38780638	20.25002601		0.137806379	2.60081E-05		0.018990598	6.76421E-10
5.45995	9.3966	5.91987	5.48532	9.36719	5.97064		20.38780638	20.25002601		0.137806379	2.60081E-05		0.018990598	6.76421E-10
5	9.35885	6.11522	5	9.36578	6.09086		20.24328897	20.25001055		-0.006711029	1.0548E-05		4.50379E-05	1.1126E-10
5	9.4874	5.47534	5	9.47247	5.49696		20.36270688	20.24995714		0.112706876	-4.28575E-05		0.01270284	1.83677E-09
5	9.29492	6.36888	5	9.26897	6.42333		20.32017026	20.24997315		0.070170261	-2.68502E-05		0.004923866	7.20933E-10
4.54413	9.26925	6.36755	4.52815	9.24543	6.41551		20.30450602	20.24998687		0.054506022	-1.31325E-05		0.002970906	1.72463E-10
5.45587	9.26925	6.36755	5.47185	9.24543	6.41551		20.30450602	20.24998687		0.054506022	-1.31325E-05		0.002970906	1.72463E-10
5	9.17996	6.63999	5	9.21362	6.5797		20.1616328	20.25004559		-0.088367198	4.55944E-05		0.007808762	2.07885E-09
5	9.42125	5.92352	5	9.39282	5.97631		20.40034075	20.25004877		0.150340753	4.87685E-05		0.022602342	2.37837E-09
5	9.11614	6.81893	5	9.11193	6.82812		20.25111484	20.24999106		0.001114844	-8.9407E-06		1.24288E-06	7.99361E-11
5	9.02705	7.0067	5	9.02494	7.01242		20.24397659	20.24997626		-0.006023408	-2.374E-05		3.62814E-05	5.63588E-10
5	9.29492	6.36888	5	9.26897	6.42333		20.32017026	20.24997315		0.070170261	-2.68502E-05		0.004923866	7.20933E-10
5	8.85047	7.34276	5	8.81587	7.3852		20.31464364	20.2500429		0.064643638	4.28969E-05		0.0041788	1.84014E-09
5	9.11614	6.81893	5	9.11193	6.82812		20.25111484	20.24999106		0.001114844	-8.9407E-06		1.24288E-06	7.99361E-11
5.45587	0.730752	3.63245	5.47185	0.754568	3.58449		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5.45995	0.603403	4.08013	5.48532	0.632813	4.02936		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5.46838	0.53239	4.53162	5.49397	0.554555	4.50603		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5.47534	0.512596	5	5.49696	0.527525	5		20.36274277	20.25000187		0.112742775	1.86723E-06		0.012710933	3.48653E-12
5.46838	0.53239	5.46838	5.49397	0.554555	5.49397		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5.45995	0.603403	5.91987	5.48532	0.632813	5.97064		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5.45587	0.730752	6.36755	5.47185	0.754568	6.41551		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5.46523	1.16654	2.67409	5.47442	1.20541	2.62808		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5	0.883865	3.18107	5	0.888067	3.17188		20.25107368	20.25001573		0.001073683	1.57309E-05		1.1528E-06	2.47461E-10
5.45587	0.730752	3.63245	5.47185	0.754568	3.58449		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5	0.705084	3.63112	5	0.731027	3.57667		20.3201359	20.24999876		0.070135901	-1.23637E-06		0.004919045	1.52861E-12
5.91014	0.807612	3.63483	5.92855	0.822928	3.60721		20.26816109	20.24999958		0.018161091	-4.20216E-07		0.000329825	1.76581E-13
5.54298	0.854949	3.37097	5.523	0.814959	3.43095		20.13001381	20.25001507		-0.119986186	1.50742E-05		0.014396685	2.27231E-10
5.45995	0.603403	4.08013	5.48532	0.632813	4.02936		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5	0.578747	4.07648	5	0.607185	4.02369		20.40036728	20.25000484		0.15036728	4.84032E-06		0.022610319	2.34287E-11
5.91375	0.679466	4.08625	5.9542	0.707098	4.0458		20.33689217	20.25000286		0.08689217	2.8616E-06		0.007550249	8.18878E-12
5.55608	0.676794	3.88781	5.54148	0.665957	3.91701		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
5.45587	0.730752	3.63245	5.47185	0.754568	3.58449		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5.46838	0.53239	4.53162	5.49397	0.554555	4.50603		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5	0.512596	4.52466	5	0.527525	4.50304		20.36274277	20.25000187		0.112742775	1.86723E-06		0.012710933	3.48653E-12
5.91987	0.603403	4.54005	5.97064	0.632813	4.51468		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5.56006	0.570335	4.43994	5.55354	0.568613	4.44646		20.24926642	20.25000381		-0.000733581	3.80697E-06		5.3814E-07	1.4493E-11
5.45995	0.603403	4.08013	5.48532	0.632813	4.02936		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5.47534	0.512596	5	5.49696	0.527525	5		20.36274277	20.25000187		0.112742775	1.86723E-06		0.012710933	3.48653E-12
5.92352	0.578747	5	5.97631	0.607185	5		20.40036728	20.25000484		0.15036728	4.84032E-06		0.022610319	2.34287E-11
5.56109	0.535126	5	5.55773	0.534697	5		20.24992182	20.24999363		-7.8176E-05	-6.36529E-06		6.11149E-09	4.05169E-11
5.46838	0.53239	4.53162	5.49397	0.554555	4.50603		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5.46838	0.53239	5.46838	5.49397	0.554555	5.49397		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5	0.512596	5.47534	5	0.527525	5.49696		20.36274277	20.25000187		0.112742775	1.86723E-06		0.012710933	3.48653E-12
5.91987	0.603403	5.45995	5.97064	0.632813	5.48532		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5.56006	0.570335	5.56006	5.55354	0.568613	5.55354		20.24926642	20.25000381		-0.000733581	3.80697E-06		5.3814E-07	1.4493E-11
5.47534	0.512596	5	5.49696	0.527525	5		20.36274277	20.25000187		0.112742775	1.86723E-06		0.012710933	3.48653E-12
5.45995	0.603403	5.91987	5.48532	0.632813	5.97064		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5	0.578747	5.92352	5	0.607185	5.97631		20.40036728	20.25000484		0.15036728	4.84032E-06		0.022610319	2.34287E-11
5.91375	0.679466	5.91375	5.9542	0.707098	5.9542		20.33689217	20.25000286		0.08689217	2.8616E-06		0.007550249	8.18878E-12
5.55608	0.676794	6.11219	5.54148	0.665957	6.08299		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
5.46838	0.53239	5.46838	5.49397	0.554555	5.49397		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5.45587	0.730752	6.36755	5.47185	0.754568	6.41551		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5	0.705084	6.36888	5	0.731027	6.42333		20.3201359	20.24999876		0.070135901	-1.23637E-06		0.004919045	1.52861E-12
5.91014	0.807612	6.36517	5.92855	0.822928	6.39279		20.26816109	20.24999958		0.018161091	-4.20216E-07		0.000329825	1.76581E-13
5.54298	0.854949	6.62903	5.523	0.814959	6.56905		20.13001381	20.25001507		-0.119986186	1.50742E-05		0.014396685	2.27231E-10
5.45995	0.603403	5.91987	5.48532	0.632813	5.97064		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5	0.883865	6.81893	5	0.888067	6.82812		20.25107368	20.25001573		0.001073683	1.57309E-05		1.1528E-06	2.47461E-10
5.45587	0.730752	6.36755	5.47185	0.754568	6.41551		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5.46523	1.16654	7.32591	5.47442	1.20541	7.37192		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5.46659	1.59253	2.09507	5.48529	1.60331	2.08847		20.26717633	20.25001628		0.017176334	1.62811E-05		0.000295026	2.65074E-10
5.46523	1.16654	2.67409	5.47442	1.20541	2.62808		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5	1.14953	2.65724	5	1.18413	2.6148		20.31464364	20.2500429		0.064643639	4.28969E-05		0.0041788	1.84014E-09
5.92306	1.24609	2.69259	5.93344	1.26717	2.66661		20.26802096	20.25003893		0.01802096	3.89346E-05		0.000324755	1.5159E-09
5.54294	1.38039	2.38728	5.51955	1.36259	2.40206		20.22266619	20.24997595		-0.027333806	-2.40458E-05		0.000747137	5.782E-10
5	0.972953	2.9933	5	0.975059	2.98758		20.24395243	20.24998431		-0.00604757	-1.56901E-05		3.65731E-05	2.4618E-10
5.94884	1.04203	3.04935	5.98204	1.07214	3.03595		20.37085929	20.24997914		0.120859289	-2.08563E-05		0.014606968	4.34985E-10
5.46523	1.16654	2.67409	5.47442	1.20541	2.62808		20.32171185	20.24999209		0.071711853	-7.9091E-06		0.00514259	6.25539E-11
5.54298	0.854949	3.37097	5.523	0.814959	3.43095		20.13001381	20.25001507		-0.119986186	1.50742E-05		0.014396685	2.27231E-10
5	0.820038	3.36001	5	0.786384	3.4203		20.16164952	20.25001189		-0.088350478	1.18855E-05		0.007805807	1.41264E-10
6.05909	0.925658	3.43965	6.02554	0.897338	3.46168		20.15662648	20.2499962		-0.093373516	-3.79976E-06		0.008718614	1.44381E-11
5.45587	0.730752	3.63245	5.47185	0.754568	3.58449		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5.55608	0.676794	3.88781	5.54148	0.665957	3.91701		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
5	0.64115	3.88478	5	0.634221	3.90914		20.24328897	20.25000182		-0.006711029	1.81644E-06		4.50379E-05	3.29946E-12
6.09937	0.784395	3.90063	6.06035	0.757205	3.93965		20.18855431	20.24999366		-0.06144569	-6.34297E-06		0.003775573	4.02333E-11
5.45995	0.603403	4.08013	5.48532	0.632813	4.02936		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5.54298	0.854949	3.37097	5.523	0.814959	3.43095		20.13001381	20.25001507		-0.119986186	1.50742E-05		0.014396685	2.27231E-10
5.56006	0.570335	4.43994	5.55354	0.568613	4.44646		20.24926642	20.25000381		-0.000733581	3.80697E-06		5.3814E-07	1.4493E-11
5	0.535126	4.43891	5	0.534697	4.44227		20.24992182	20.24999363		-7.8176E-05	-6.36529E-06		6.11149E-09	4.05169E-11
6.11219	0.676794	4.44392	6.08299	0.665957	4.45852		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
5.46838	0.53239	4.53162	5.49397	0.554555	4.50603		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5.55608	0.676794	3.88781	5.54148	0.665957	3.91701		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
5.56109	0.535126	5	5.55773	0.534697	5		20.24992182	20.24999363		-7.8176E-05	-6.36529E-06		6.11149E-09	4.05169E-11
6.11522	0.64115	5	6.09086	0.634221	5		20.24328897	20.25000182		-0.006711029	1.81644E-06		4.50379E-05	3.29946E-12
5.47534	0.512596	5	5.49696	0.527525	5		20.36274277	20.25000187		0.112742775	1.86723E-06		0.012710933	3.48653E-12
5.56006	0.570335	4.43994	5.55354	0.568613	4.44646		20.24926642	20.25000381		-0.000733581	3.80697E-06		5.3814E-07	1.4493E-11
5.56006	0.570335	5.56006	5.55354	0.568613	5.55354		20.24926642	20.25000381		-0.000733581	3.80697E-06		5.3814E-07	1.4493E-11
5	0.535126	5.56109	5	0.534697	5.55773		20.24992182	20.24999363		-7.8176E-05	-6.36529E-06		6.11149E-09	4.05169E-11
6.11219	0.676794	5.55608	6.08299	0.665957	5.54148		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
5.46838	0.53239	5.46838	5.49397	0.554555	5.49397		20.39829876	20.24999397		0.148298761	-6.03018E-06		0.021992522	3.6363E-11
5.56109	0.535126	5	5.55773	0.534697	5		20.24992182	20.24999363		-7.8176E-05	-6.36529E-06		6.11149E-09	4.05169E-11
5.55608	0.676794	6.11219	5.54148	0.665957	6.08299		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
5	0.64115	6.11522	5	0.634221	6.09086		20.24328897	20.25000182		-0.006711029	1.81644E-06		4.50379E-05	3.29946E-12
6.09937	0.784395	6.09937	6.06035	0.757205	6.06035		20.18855431	20.24999366		-0.06144569	-6.34297E-06		0.003775573	4.02333E-11
5.45995	0.603403	5.91987	5.48532	0.632813	5.97064		20.38778	20.2499998		0.13778	-1.95031E-07		0.018983328	3.80371E-14
5.56006	0.570335	5.56006	5.55354	0.568613	5.55354		20.24926642	20.25000381		-0.000733581	3.80697E-06		5.3814E-07	1.4493E-11
5.54298	0.854949	6.62903	5.523	0.814959	6.56905		20.13001381	20.25001507		-0.119986186	1.50742E-05		0.014396685	2.27231E-10
5	0.820038	6.63999	5	0.786384	6.5797		20.16164952	20.25001189		-0.088350478	1.18855E-05		0.007805807	1.41264E-10
6.05909	0.925658	6.56035	6.02554	0.897338	6.53832		20.15662648	20.2499962		-0.093373516	-3.79976E-06		0.008718614	1.44381E-11
5.45587	0.730752	6.36755	5.47185	0.754568	6.41551		20.30448894	20.25000385		0.054488945	3.84922E-06		0.002969045	1.48165E-11
5.55608	0.676794	6.11219	5.54148	0.665957	6.08299		20.23630168	20.24999666		-0.013698319	-3.34365E-06		0.000187644	1.118E-11
